program,sequencer,lane,device,destination,port,channel,midi_note,note_name_standard_C4_60,bar,step_in_bar,global_step_in_program,velocity,gate,micro_offset_oxi_increments,probability_percent,ratchet,comments
RIO-C BREAK,2,4,Analog Rytm MKII,CB / METAL BELL,OXI OUT 1 → Rytm,Use established Rytm pad-trigger receive channel,11,B0 / B-2,1,15,15,58,short drum gate,0,50,,
RIO-C BREAK,1,3,Analog Rytm MKII,RS / TRIBAL RIM,OXI OUT 1 → Rytm,Use established Rytm pad-trigger receive channel,2,D0 / D-2,2,7,23,62,short drum gate,0,60,,
RIO-C BREAK,2,4,Analog Rytm MKII,CB / METAL BELL,OXI OUT 1 → Rytm,Use established Rytm pad-trigger receive channel,11,B0 / B-2,2,4,20,72,short drum gate,0,70,,
RIO-C BREAK,2,4,Analog Rytm MKII,CB / METAL BELL,OXI OUT 1 → Rytm,Use established Rytm pad-trigger receive channel,11,B0 / B-2,2,15,31,58,short drum gate,0,50,,
RIO-C BREAK,1,3,Analog Rytm MKII,RS / TRIBAL RIM,OXI OUT 1 → Rytm,Use established Rytm pad-trigger receive channel,2,D0 / D-2,3,7,39,62,short drum gate,0,60,,
RIO-C BREAK,2,4,Analog Rytm MKII,CB / METAL BELL,OXI OUT 1 → Rytm,Use established Rytm pad-trigger receive channel,11,B0 / B-2,3,4,36,72,short drum gate,0,70,,
RIO-C BREAK,2,4,Analog Rytm MKII,CB / METAL BELL,OXI OUT 1 → Rytm,Use established Rytm pad-trigger receive channel,11,B0 / B-2,3,15,47,58,short drum gate,0,50,,
RIO-C BREAK,1,3,Analog Rytm MKII,RS / TRIBAL RIM,OXI OUT 1 → Rytm,Use established Rytm pad-trigger receive channel,2,D0 / D-2,4,7,55,62,short drum gate,0,60,,
RIO-C BREAK,2,4,Analog Rytm MKII,CB / METAL BELL,OXI OUT 1 → Rytm,Use established Rytm pad-trigger receive channel,11,B0 / B-2,4,4,52,72,short drum gate,0,70,,
RIO-C BREAK,2,4,Analog Rytm MKII,CB / METAL BELL,OXI OUT 1 → Rytm,Use established Rytm pad-trigger receive channel,11,B0 / B-2,4,15,63,58,short drum gate,0,50,,
RIO-C BREAK,1,2,Analog Rytm MKII,SD / CLIP IMPACT,OXI OUT 1 → Rytm,Use established Rytm pad-trigger receive channel,1,C#0 / C#-2,4,16,64,96,short drum gate,0,100,1/32 ×2,Pickup into rebuild
RIO-D RISE,2,4,Analog Rytm MKII,CB / METAL BELL,OXI OUT 1 → Rytm,Use established Rytm pad-trigger receive channel,11,B0 / B-2,1,4,4,60,short drum gate,0,70,,
RIO-D RISE,1,3,Analog Rytm MKII,RS / TRIBAL RIM,OXI OUT 1 → Rytm,Use established Rytm pad-trigger receive channel,2,D0 / D-2,2,15,31,58,short drum gate,0,65,,
RIO-D RISE,2,4,Analog Rytm MKII,CB / METAL BELL,OXI OUT 1 → Rytm,Use established Rytm pad-trigger receive channel,11,B0 / B-2,3,4,36,64,short drum gate,0,70,,
RIO-D RISE,1,3,Analog Rytm MKII,RS / TRIBAL RIM,OXI OUT 1 → Rytm,Use established Rytm pad-trigger receive channel,2,D0 / D-2,4,15,63,62,short drum gate,0,65,,
RIO-D RISE,2,4,Analog Rytm MKII,CB / METAL BELL,OXI OUT 1 → Rytm,Use established Rytm pad-trigger receive channel,11,B0 / B-2,5,4,68,68,short drum gate,0,70,,
RIO-D RISE,1,3,Analog Rytm MKII,RS / TRIBAL RIM,OXI OUT 1 → Rytm,Use established Rytm pad-trigger receive channel,2,D0 / D-2,6,15,95,66,short drum gate,0,65,,
RIO-D RISE,2,4,Analog Rytm MKII,CB / METAL BELL,OXI OUT 1 → Rytm,Use established Rytm pad-trigger receive channel,11,B0 / B-2,7,4,100,72,short drum gate,0,70,,
RIO-D RISE,1,3,Analog Rytm MKII,RS / TRIBAL RIM,OXI OUT 1 → Rytm,Use established Rytm pad-trigger receive channel,2,D0 / D-2,8,15,127,70,short drum gate,0,65,,
RIO-D RISE,1,2,Analog Rytm MKII,SD / CLIP IMPACT,OXI OUT 1 → Rytm,Use established Rytm pad-trigger receive channel,1,C#0 / C#-2,8,16,128,108,short drum gate,0,100,1/32 ×2,Final pickup; mute rise before drop
RIO-A CORE,3,1,Analog Four MKII,T1 A-RUMBLE,OXI OUT 2 → A4,1,33,A1,1,4,4,108,1/16,1,100,,Keep 9–12 dB below Rytm kick
RIO-A CORE,3,1,Analog Four MKII,T1 A-RUMBLE,OXI OUT 2 → A4,1,33,A1,1,8,8,100,1/16,1,100,,Keep 9–12 dB below Rytm kick
RIO-A CORE,3,1,Analog Four MKII,T1 A-RUMBLE,OXI OUT 2 → A4,1,33,A1,1,12,12,104,1/16,1,100,,Keep 9–12 dB below Rytm kick
RIO-A CORE,3,1,Analog Four MKII,T1 A-RUMBLE,OXI OUT 2 → A4,1,33,A1,1,16,16,112,1/16,1,100,,Keep 9–12 dB below Rytm kick
RIO-A CORE,3,1,Analog Four MKII,T1 A-RUMBLE,OXI OUT 2 → A4,1,33,A1,2,4,20,108,1/16,1,100,,Keep 9–12 dB below Rytm kick
RIO-A CORE,3,1,Analog Four MKII,T1 A-RUMBLE,OXI OUT 2 → A4,1,33,A1,2,8,24,100,1/16,1,100,,Keep 9–12 dB below Rytm kick
RIO-A CORE,3,1,Analog Four MKII,T1 A-RUMBLE,OXI OUT 2 → A4,1,33,A1,2,12,28,104,1/16,1,100,,Keep 9–12 dB below Rytm kick
RIO-A CORE,3,1,Analog Four MKII,T1 A-RUMBLE,OXI OUT 2 → A4,1,33,A1,2,16,32,112,1/16,1,100,,Keep 9–12 dB below Rytm kick
RIO-A CORE,3,1,Analog Four MKII,T1 A-RUMBLE,OXI OUT 2 → A4,1,33,A1,3,4,36,108,1/16,1,100,,Keep 9–12 dB below Rytm kick
RIO-A CORE,3,1,Analog Four MKII,T1 A-RUMBLE,OXI OUT 2 → A4,1,33,A1,3,8,40,100,1/16,1,100,,Keep 9–12 dB below Rytm kick
RIO-A CORE,3,1,Analog Four MKII,T1 A-RUMBLE,OXI OUT 2 → A4,1,33,A1,3,12,44,104,1/16,1,100,,Keep 9–12 dB below Rytm kick
RIO-A CORE,3,1,Analog Four MKII,T1 A-RUMBLE,OXI OUT 2 → A4,1,33,A1,3,16,48,112,1/16,1,100,,Keep 9–12 dB below Rytm kick
RIO-A CORE,3,1,Analog Four MKII,T1 A-RUMBLE,OXI OUT 2 → A4,1,33,A1,4,4,52,108,1/16,1,100,,Keep 9–12 dB below Rytm kick
RIO-A CORE,3,1,Analog Four MKII,T1 A-RUMBLE,OXI OUT 2 → A4,1,33,A1,4,8,56,100,1/16,1,100,,Keep 9–12 dB below Rytm kick
RIO-A CORE,3,1,Analog Four MKII,T1 A-RUMBLE,OXI OUT 2 → A4,1,33,A1,4,12,60,104,1/16,1,100,,Keep 9–12 dB below Rytm kick
RIO-A CORE,3,1,Analog Four MKII,T1 A-RUMBLE,OXI OUT 2 → A4,1,33,A1,4,16,64,112,1/16,1,100,,Keep 9–12 dB below Rytm kick
RIO-B PEAK,3,1,Analog Four MKII,T1 A-RUMBLE,OXI OUT 2 → A4,1,33,A1,1,4,4,108,1/16,1,100,,Keep 9–12 dB below Rytm kick
RIO-B PEAK,3,1,Analog Four MKII,T1 A-RUMBLE,OXI OUT 2 → A4,1,33,A1,1,8,8,100,1/16,1,100,,Keep 9–12 dB below Rytm kick
RIO-B PEAK,3,1,Analog Four MKII,T1 A-RUMBLE,OXI OUT 2 → A4,1,33,A1,1,12,12,104,1/16,1,100,,Keep 9–12 dB below Rytm kick
RIO-B PEAK,3,1,Analog Four MKII,T1 A-RUMBLE,OXI OUT 2 → A4,1,33,A1,1,16,16,112,1/16,1,100,,Keep 9–12 dB below Rytm kick
RIO-B PEAK,3,1,Analog Four MKII,T1 A-RUMBLE,OXI OUT 2 → A4,1,33,A1,2,4,20,108,1/16,1,100,,Keep 9–12 dB below Rytm kick
RIO-B PEAK,3,1,Analog Four MKII,T1 A-RUMBLE,OXI OUT 2 → A4,1,33,A1,2,8,24,100,1/16,1,100,,Keep 9–12 dB below Rytm kick
RIO-B PEAK,3,1,Analog Four MKII,T1 A-RUMBLE,OXI OUT 2 → A4,1,33,A1,2,12,28,104,1/16,1,100,,Keep 9–12 dB below Rytm kick
RIO-B PEAK,3,1,Analog Four MKII,T1 A-RUMBLE,OXI OUT 2 → A4,1,33,A1,2,16,32,112,1/16,1,100,,Keep 9–12 dB below Rytm kick
RIO-B PEAK,3,1,Analog Four MKII,T1 A-RUMBLE,OXI OUT 2 → A4,1,33,A1,3,4,36,108,1/16,1,100,,Keep 9–12 dB below Rytm kick
RIO-B PEAK,3,1,Analog Four MKII,T1 A-RUMBLE,OXI OUT 2 → A4,1,33,A1,3,8,40,100,1/16,1,100,,Keep 9–12 dB below Rytm kick
RIO-B PEAK,3,1,Analog Four MKII,T1 A-RUMBLE,OXI OUT 2 → A4,1,33,A1,3,12,44,104,1/16,1,100,,Keep 9–12 dB below Rytm kick
RIO-B PEAK,3,1,Analog Four MKII,T1 A-RUMBLE,OXI OUT 2 → A4,1,33,A1,3,16,48,112,1/16,1,100,,Keep 9–12 dB below Rytm kick
RIO-B PEAK,3,1,Analog Four MKII,T1 A-RUMBLE,OXI OUT 2 → A4,1,33,A1,4,4,52,108,1/16,1,100,,Keep 9–12 dB below Rytm kick
RIO-B PEAK,3,1,Analog Four MKII,T1 A-RUMBLE,OXI OUT 2 → A4,1,33,A1,4,8,56,100,1/16,1,100,,Keep 9–12 dB below Rytm kick
RIO-B PEAK,3,1,Analog Four MKII,T1 A-RUMBLE,OXI OUT 2 → A4,1,33,A1,4,12,60,104,1/16,1,100,,Keep 9–12 dB below Rytm kick
RIO-B PEAK,3,1,Analog Four MKII,T1 A-RUMBLE,OXI OUT 2 → A4,1,33,A1,4,16,64,112,1/16,1,100,,Keep 9–12 dB below Rytm kick
RIO-A CORE,3,2,Analog Four MKII,T2 F-RIO,OXI OUT 2 → A4,2,41,F2,1,3,3,106,2/16,0,100,,
RIO-A CORE,3,2,Analog Four MKII,T2 F-RIO,OXI OUT 2 → A4,2,45,A2,1,11,11,82,1/16,0,100,,
RIO-A CORE,3,2,Analog Four MKII,T2 F-RIO,OXI OUT 2 → A4,2,41,F2,2,7,23,88,2/16,0,50,,
RIO-A CORE,3,2,Analog Four MKII,T2 F-RIO,OXI OUT 2 → A4,2,41,F2,3,1,33,108,4/16,0,100,,
RIO-A CORE,3,2,Analog Four MKII,T2 F-RIO,OXI OUT 2 → A4,2,40,E2,3,12,44,78,1/16,0,100,,
RIO-A CORE,3,2,Analog Four MKII,T2 F-RIO,OXI OUT 2 → A4,2,41,F2,4,1,49,104,8/16,0,50,,
RIO-B PEAK,3,2,Analog Four MKII,T2 F-RIO,OXI OUT 2 → A4,2,41,F2,1,3,3,106,2/16,0,100,,
RIO-B PEAK,3,2,Analog Four MKII,T2 F-RIO,OXI OUT 2 → A4,2,45,A2,1,11,11,82,1/16,0,100,,
RIO-B PEAK,3,2,Analog Four MKII,T2 F-RIO,OXI OUT 2 → A4,2,41,F2,2,7,23,88,2/16,0,50,,
RIO-B PEAK,3,2,Analog Four MKII,T2 F-RIO,OXI OUT 2 → A4,2,41,F2,3,1,33,108,4/16,0,100,,
RIO-B PEAK,3,2,Analog Four MKII,T2 F-RIO,OXI OUT 2 → A4,2,40,E2,3,12,44,78,1/16,0,100,,
RIO-B PEAK,3,2,Analog Four MKII,T2 F-RIO,OXI OUT 2 → A4,2,41,F2,4,1,49,104,8/16,0,50,,
RIO-C BREAK,3,2,Analog Four MKII,T2 F-RIO,OXI OUT 2 → A4,2,41,F2,1,3,3,106,2/16,0,100,,
RIO-C BREAK,3,2,Analog Four MKII,T2 F-RIO,OXI OUT 2 → A4,2,45,A2,1,11,11,82,1/16,0,100,,
RIO-C BREAK,3,2,Analog Four MKII,T2 F-RIO,OXI OUT 2 → A4,2,41,F2,2,7,23,88,2/16,0,100,,
RIO-C BREAK,3,2,Analog Four MKII,T2 F-RIO,OXI OUT 2 → A4,2,41,F2,3,1,33,108,4/16,0,100,,
RIO-C BREAK,3,2,Analog Four MKII,T2 F-RIO,OXI OUT 2 → A4,2,40,E2,3,12,44,78,1/16,0,100,,
RIO-C BREAK,3,2,Analog Four MKII,T2 F-RIO,OXI OUT 2 → A4,2,41,F2,4,1,49,104,8/16,0,100,,
RIO-A CORE,3,3,Analog Four MKII,T3 METAL MOTIF,OXI OUT 2 → A4,3,57,A3,1,3,3,90,1/16,0,75,,
RIO-A CORE,3,3,Analog Four MKII,T3 METAL MOTIF,OXI OUT 2 → A4,3,57,A3,1,11,11,92,1/16,0,75,,
RIO-A CORE,3,3,Analog Four MKII,T3 METAL MOTIF,OXI OUT 2 → A4,3,60,C4,2,7,23,94,1/16,0,75,,
RIO-A CORE,3,3,Analog Four MKII,T3 METAL MOTIF,OXI OUT 2 → A4,3,57,A3,2,15,31,96,1/16,0,75,,
RIO-A CORE,3,3,Analog Four MKII,T3 METAL MOTIF,OXI OUT 2 → A4,3,57,A3,3,3,35,98,1/16,0,75,,
RIO-A CORE,3,3,Analog Four MKII,T3 METAL MOTIF,OXI OUT 2 → A4,3,64,E4,3,11,43,90,1/16,0,75,,
RIO-A CORE,3,3,Analog Four MKII,T3 METAL MOTIF,OXI OUT 2 → A4,3,55,G3,4,7,55,92,1/16,0,75,,
RIO-A CORE,3,3,Analog Four MKII,T3 METAL MOTIF,OXI OUT 2 → A4,3,57,A3,4,15,63,94,1/16,0,75,,
RIO-B PEAK,3,3,Analog Four MKII,T3 METAL MOTIF,OXI OUT 2 → A4,3,57,A3,1,3,3,90,1/16,0,100,,
RIO-B PEAK,3,3,Analog Four MKII,T3 METAL MOTIF,OXI OUT 2 → A4,3,57,A3,1,11,11,92,1/16,0,100,,
RIO-B PEAK,3,3,Analog Four MKII,T3 METAL MOTIF,OXI OUT 2 → A4,3,60,C4,2,7,23,94,1/16,0,100,,
RIO-B PEAK,3,3,Analog Four MKII,T3 METAL MOTIF,OXI OUT 2 → A4,3,57,A3,2,15,31,96,1/16,0,100,,
RIO-B PEAK,3,3,Analog Four MKII,T3 METAL MOTIF,OXI OUT 2 → A4,3,57,A3,3,3,35,98,1/16,0,100,,
RIO-B PEAK,3,3,Analog Four MKII,T3 METAL MOTIF,OXI OUT 2 → A4,3,64,E4,3,11,43,90,1/16,0,100,,
RIO-B PEAK,3,3,Analog Four MKII,T3 METAL MOTIF,OXI OUT 2 → A4,3,55,G3,4,7,55,92,1/16,0,100,,
RIO-B PEAK,3,3,Analog Four MKII,T3 METAL MOTIF,OXI OUT 2 → A4,3,57,A3,4,15,63,94,1/16,0,100,1/32 ×2,
RIO-D RISE,3,4,Analog Four MKII,T4 SYNC RISE,OXI OUT 2 → A4,4,45,A2,1,1,1,100,2 bars / overlap into next note,0,100,,Use glide/legato overlap; mute lane immediately before drop
RIO-D RISE,3,4,Analog Four MKII,T4 SYNC RISE,OXI OUT 2 → A4,4,57,A3,3,1,33,100,2 bars / overlap into next note,0,100,,Use glide/legato overlap; mute lane immediately before drop
RIO-D RISE,3,4,Analog Four MKII,T4 SYNC RISE,OXI OUT 2 → A4,4,69,A4,5,1,65,100,2 bars / overlap into next note,0,100,,Use glide/legato overlap; mute lane immediately before drop
RIO-D RISE,3,4,Analog Four MKII,T4 SYNC RISE,OXI OUT 2 → A4,4,81,A5,7,1,97,100,2 bars / overlap into next note,0,100,,Use glide/legato overlap; mute lane immediately before drop
